,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,E02,SYBR,,Unkn,,,23.3662854144617,23.3662854144617,0,NaN,NaN,NaN,0,60,
,E03,SYBR,,Unkn,,,22.390581603513,22.390581603513,0,NaN,NaN,NaN,0,60,
,E04,SYBR,,Unkn,,,21.8232082890012,21.8232082890012,0,NaN,NaN,NaN,0,60,
,E05,SYBR,,Unkn,,,22.3761491998756,22.3761491998756,0,NaN,NaN,NaN,0,60,
,E06,SYBR,,Unkn,,,22.0581379092211,22.0581379092211,0,NaN,NaN,NaN,0,60,
,E07,SYBR,,Unkn,,,21.8958265837018,21.8958265837018,0,NaN,NaN,NaN,0,60,
,E08,SYBR,,Unkn,,,21.4495150966396,21.4495150966396,0,NaN,NaN,NaN,0,60,
,E09,SYBR,,Unkn,,,24.513156334912,24.513156334912,0,NaN,NaN,NaN,0,60,
,E10,SYBR,,Unkn,,,21.7645951709611,21.7645951709611,0,NaN,NaN,NaN,0,60,
,E11,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,E12,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F01,SYBR,,Unkn,,,26.0536058892385,26.0536058892385,0,NaN,NaN,NaN,0,60,
,F02,SYBR,,Unkn,,,23.299161420848,23.299161420848,0,NaN,NaN,NaN,0,60,
,F03,SYBR,,Unkn,,,22.4558972702992,22.4558972702992,0,NaN,NaN,NaN,0,60,
,F04,SYBR,,Unkn,,,21.9033285199317,21.9033285199317,0,NaN,NaN,NaN,0,60,
,F05,SYBR,,Unkn,,,22.4943205859859,22.4943205859859,0,NaN,NaN,NaN,0,60,
,F06,SYBR,,Unkn,,,22.0996700136399,22.0996700136399,0,NaN,NaN,NaN,0,60,
,F07,SYBR,,Unkn,,,22.0503964509881,22.0503964509881,0,NaN,NaN,NaN,0,60,
,F08,SYBR,,Unkn,,,22.272973651329,22.272973651329,0,NaN,NaN,NaN,0,60,
,F09,SYBR,,Unkn,,,25.5536882220311,25.5536882220311,0,NaN,NaN,NaN,0,60,
,F10,SYBR,,Unkn,,,22.2046861990828,22.2046861990828,0,NaN,NaN,NaN,0,60,
,F11,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,F12,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,G01,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,G02,SYBR,,Unkn,,,33.1910788601784,33.1910788601784,0,NaN,NaN,NaN,0,60,
,G03,SYBR,,Unkn,,,33.6022591836464,33.6022591836464,0,NaN,NaN,NaN,0,60,
,G04,SYBR,,Unkn,,,34.822545136398,34.822545136398,0,NaN,NaN,NaN,0,60,
,G05,SYBR,,Unkn,,,32.0732748624012,32.0732748624012,0,NaN,NaN,NaN,0,60,
,G06,SYBR,,Unkn,,,33.0096436266423,33.0096436266423,0,NaN,NaN,NaN,0,60,
,G07,SYBR,,Unkn,,,34.116125609916,34.116125609916,0,NaN,NaN,NaN,0,60,
,G08,SYBR,,Unkn,,,31.736838422773,31.736838422773,0,NaN,NaN,NaN,0,60,
,G09,SYBR,,Unkn,,,32.9887435456609,32.9887435456609,0,NaN,NaN,NaN,0,60,
,G10,SYBR,,Unkn,,,33.0893809722739,33.0893809722739,0,NaN,NaN,NaN,0,60,
,G11,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,G12,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H01,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H02,SYBR,,Unkn,,,33.3166512459857,33.3166512459857,0,NaN,NaN,NaN,0,60,
,H03,SYBR,,Unkn,,,32.0511069176342,32.0511069176342,0,NaN,NaN,NaN,0,60,
,H04,SYBR,,Unkn,,,35.8013563516027,35.8013563516027,0,NaN,NaN,NaN,0,60,
,H05,SYBR,,Unkn,,,32.6391153226563,32.6391153226563,0,NaN,NaN,NaN,0,60,
,H06,SYBR,,Unkn,,,35.1668454188495,35.1668454188495,0,NaN,NaN,NaN,0,60,
,H07,SYBR,,Unkn,,,34.2261301714023,34.2261301714023,0,NaN,NaN,NaN,0,60,
,H08,SYBR,,Unkn,,,32.9698789008523,32.9698789008523,0,NaN,NaN,NaN,0,60,
,H09,SYBR,,Unkn,,,33.4199708329078,33.4199708329078,0,NaN,NaN,NaN,0,60,
,H10,SYBR,,Unkn,,,33.6070370532119,33.6070370532119,0,NaN,NaN,NaN,0,60,
,H11,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
,H12,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,60,
